song_id	line_id	line_orig	line_transl
221	4-2	난 니가 필요해 yeah	Ты мне нужен, да
221	4-3	내 내 내 내 내 머리 머리 내 머릿속이	Моя голова
221	4-4	너로 가득해 baby	Полна мыслей о тебе, малыш
221	4-5	첨부터 I want you SO BAD	Я так привязана к тебе, это так плохо
221	4-6	멈출 수 없어 절대	Я не могу остановиться
221	4-7	내 내 내 내 내 맘이 맘이 내 맘이 아파	Мое сердце
221	4-8	너땜에	Бьется из-за тебя
221	5-1	never never never never never	Никогда
221	5-2	숨기지 못해	Не скрою своих чувств
221	5-3	난 nah nah nah nah nah nah nah	Я, никогда
221	6-1	달라져 또 밀고 당기는거	Бей, разбивай, делай, что хочешь
221	6-2	한다고 더 내 맘 잘 알아줘	Пожалуйста, тебе лучше знать
221	6-3	how do you think	Как ты думаешь
221	6-4	how do you think yeah yeah	Как ты думаешь, да
221	7-1	STAYC girls yeah it’s going down	STAYC, девочки, все идет ко дну
221	8-1	눈으로만 모든 걸	В твоих глазах
221	8-2	다 알 수 없어 섣불러	Нельзя быстро разобраться
221	8-3	잘못 봤다 해도 괜찮아 난	Даже если ты плохой
221	8-4	니가 좋아	Мне нравится это
221	9-1	baby 아무리 밀어내도	Малыш, сколько бы ты не давил на меня
221	9-2	변하지가 않는 걸	Это ничего не меняет
221	9-3	너를 좋아하는 건 분명	Я уверена, что ты мне понравишься
221	9-4	어쩔 수 없는 걸	Я ничего не могу с собой поделать
221	10-1	정말야 I want you SO BAD	Я так хочу тебя, это так плохо
221	10-2	난 니가 필요해 yeah	Ты мне нужен, да
221	10-3	내 내 내 내 내 머리 머리 내 머릿속이	Моя голова
221	10-4	너로 가득해 baby	Полна мыслей о тебе, малыш
221	10-5	첨부터 I want you SO BAD	Я так привязана к тебе, это так плохо
221	10-6	멈출 수 없어 절대	Я не могу остановиться
221	10-7	내 내 내 내 내 맘이 맘이 내 맘이 아파	Мое сердце
221	10-8	너땜에	Бьется из-за тебя
221	11-1	솔직히 난 사랑을 잘 몰라	Честно говоря, я знаю, что эта любовь плоха
221	11-2	그래서 겁이 나 그래도 난 좋아	Мне страшновато, но нравится это
221	11-3	서투른 내 맘을 알아줘 baby	Пожалуйста, познай мое сердце, малыш
221	11-4	모른 척 떠나지 말아줘 you’ve got a feeling	Не притворяйся, ты чувствуешь тоже самое
221	11-5	you know you’ve got that feeling	Ты знаешь, ты чувствуешь тоже самое
221	11-6	I want you SO BAD	Я хочу тебя, это так плохо
221	12-1	You stole my heart	Ты украл мое сердце
221	12-2	맘을 뺏겼지	Забери мое сердце
221	12-3	I need your love	Мне нужна твоя любовь
221	12-4	니 맘도 같길	Пластырь любви
221	12-5	I want you bad	Мне нужно быть рядом с тобой
221	12-6	yeah so bad	Да, быть с тобой
221	12-7	불러줘 and I’ll never go away	Спой мне, а я никогда тебя не покину
221	13-1	정말야 I want you SO BAD	Я так хочу тебя, это так плохо
221	13-2	난 니가 필요해 yeah	Ты мне нужен, да
221	13-3	내 내 내 내 내 머리 머리 내 머릿속이	Моя голова
221	13-4	너로 가득해 baby	Полна мыслей о тебе, малыш
221	13-5	첨부터 I want you SO BAD	Я так привязана к тебе, это так плохо
221	13-6	멈출 수 없어 절대	Я не могу остановиться
221	13-7	내 내 내 내 내 맘이 맘이 내 맘이 아파	Мое сердце
221	13-8	너땜에	Бьется из-за тебя
221	14-1	never never never never never	Никогда
221	14-2	숨기지 못해	Не скрою своих чувств
221	14-3	난 nah nah nah nah nah nah nah	Я, никогда
222	0-1	I'm so bad	Так плоха
222	0-2	
I'm so bad	
Так плоха
222	1-1	늘 뻔한 다-다-답	Очевидный ответ
222	1-2	
길게도 blah blah blah	
Так долго "бла-бла-бла"
222	1-3	
더 늘어지기 전에 보란 듯이	
Прежде чем он затянется, я гордо пропущу его
222	1-4	
걸러, 겁내지 마	
Не смей бояться
222	2-1	골라 봐 자 tic tac toe	Выбери одно из крестиков-ноликов
222	2-2	
O 아님 X 잖니 (ha!)	
О или Х(ха!)
222	2-3	
더 크게 sho-shout!	
Громче мой крик!
222	2-4	
너답게 ho-hot!	
Будь собой, зажигай
222	3-1	Eh eh eh	Эх, эх, эх
222	3-2	
감출 수도 없게 burn	
Тебе не скрыться от огня
222	3-3	
Oh oh oh	
Оу, оу, оу
222	3-4	
달라지는 네 눈빛 (hey!)	
Твой взгляд изменился(хей!)
222	3-5	
까마득히 높던 벽	
Далекая высокая стена
222	3-6	
넘어 보일게	
Не преграда для меня
222	3-7	
아찔한 눈앞 저 멀리	
Далеко от моих глаз
222	3-8	
Follow me	
Следуй за мной
222	4-1	가시 돋친 게, so what?!	Да, я с характером, и что?
222	4-2	
얼음 같은 게, so what?!	
Холодна, как лед, и что?
222	4-3	
겁이 없는 게 (bad)	
Бесстрашна я(плохая)
222	4-4	
어때서?! So what?!	
Ну и что? И что?
222	4-5	
(Ba-ba-ba-bad)	
(Пло-пло-пло-хая)
222	4-6	
Take that, so what?!	
Смирись, и что?
222	5-1	I'm so bad	Я плоха
222	5-2	
그게 어때?	
Ну и что?
222	5-3	
I'm so bad	
Я плоха
222	5-4	
뭐 어때?	
Ну и что?
222	5-5	
I'm so bad	
Я плоха
222	5-6	
더 자유롭게	
И буду свободна я
222	5-7	
I'm so bad	
Я плоха
222	6-1	박차고 일어나 달리는 법	Тебе интересно, как убежать
222	6-2	
떠오르게 해 줄게	
Я напомню тебе
222	6-3	
뜨겁게 널 (woo woo woo woo!)	
Все здесь зажги (воу воу воу воу!)
222	6-4	
끌어내 더 (woo woo woo woo!)	
Я вытащу тебя(воу воу воу воу!)
222	6-5	
널 위한 세상의 중심은 너	
Ты - центр собственного мира,
222	6-6	
비좁은 새장은 no	
Тесная клетка? Нет
222	6-7	
좀 더 높이 (woo woo woo woo!)	
Немножко выше(woo woo woo woo!)
222	6-8	
가볍게 skip (on my own feet)	
Пропустим все это(собственным ритмом)
222	7-1	So what?!	И что?
222	8-1	어서 따라와 봐봐	Ты привела меня сюда
222	8-2	
이끌린 대로 don't worry (hey!)	
Не переживай(хей!)
222	8-3	
강렬한 shock shock!	
Сильный шок-шок!
222	8-4	
벌써 넌 can’t stop	
Ты не остановишься
222	9-1	Eh eh eh	Эх, эх, эх
222	9-2	
불꽃으로 날려 burn	
Сожги здесь все без пощады
222	9-3	
Oh oh oh	
Оу, оу, оу
222	9-4	
뜨거워진 네 눈빛 (hey!)	
Твои глаза пылают без страха
222	9-5	
가장 높이 빛난 별	
Звезда, сияющая выше всех
222	9-6	
잡아 보일게	
Я схвачу ее
222	9-7	
기다렸다면 끝없이	
Если ты будешь ждать
222	9-8	
Follow me	
Следуй за мной
222	10-1	가시 돋친 게, so what?!	Да, я с характером, и что?
222	10-2	
얼음 같은 게, so what?!	
Холодна, как лед, и что?
222	10-3	
겁이 없는 게 (bad)	
Бесстрашна я(плохая)
222	10-4	
어때서?! So what?!	
Ну и что? И что?
222	10-5	
(Ba-ba-ba-bad)	
(Пло-пло-пло-хая)
222	10-6	
Take that, so what?!	
Смирись, и что?
222	11-1	I'm so bad	Я плоха
222	11-2	
그게 어때?	
Ну и что?
222	11-3	
I'm so bad	
Я плоха
222	11-4	
뭐 어때?	
Ну и что?
222	11-5	
I'm so bad	
Я плоха
222	11-6	
더 자유롭게	
И буду свободна я
222	11-7	
I'm so bad	
Я плоха
222	12-1	느낌이 와	Я чувствую
222	12-2	
터질 듯한	
Доверяй пылающему сердцу
222	12-3	
심장을 믿고 넌 멈추지 마 (멈추지 마)	
И не оставливайся(не смей)
222	12-4	
Don’t wanna wait no more	
Не хочу больше ждать
222	12-5	
온 세상을 누비고 (no oh)	
Покоряй весь мир (no oh)
222	12-6	
유난히 더 눈부실 tonight	
Ты будешь ночью ярко сиять
222	13-1	더 붉게 타올라	Поднимай свой факел
222	13-2	
원한다면 가져 다	
Забирай, что хочешь
222	13-3	
거침없이 빛나니까	
Ты сияешь, не смей со мной спорить
222	13-4	
Bad, bad, so what? (I'm so bad)	
Плоха, да, плоха, и что?(Я так плоха)
222	13-5	
좀 더 벅차올라	
Меня переполняют эмоции
222	13-6	
가능성을 열어 놔 (yeah-eah-eah)	
Открыта для возможностей(yeah-eah-eah)
222	13-7	
절대 널 막을 수 없게 (I'm so bad)	
Не остановлю тебя(Так плоха)
222	13-8	
So	
И...
222	14-1	Eh eh eh	Эх эх эх
222	14-2	
강렬한 네 맘을 burn (강렬한 네 맘을)	
Пылают твои чувства(и твое сердце)
222	14-3	
Oh oh oh	
Оу, оу, оу
222	14-4	
달아오른 이 느낌 (hey!)	
Стеклянная стена(хэй!)
222	14-5	
맘을 가둔 유리 벽	
Закрывавшая чувства
222	14-6	
넘어 보일게	
Я преодолею ее
222	14-7	
눈부신 세상 더 멀리	
Далеко в бесконечном мире
222	14-8	
Follow me	
Следуй за мной
222	15-1	가시 돋친 게, so what?!	Да, я с характером, и что?
222	15-2	
얼음 같은 게, so what?!	
Холодна, как лед, и что?
222	15-3	
겁이 없는 게 (bad)	
Бесстрашна я(плохая)
222	15-4	
어때서?! So what?!	
Ну и что? И что?
222	15-5	
(Ba-ba-ba-bad)	
(Пло-пло-пло-хая)
222	15-6	
Take that, so what?!	
Смирись, и что?
222	16-1	I'm so bad	Я плоха
222	16-2	
그게 어때?	
Ну и что?
222	16-3	
I'm so bad	
Я плоха
222	16-4	
뭐 어때?	
Ну и что?
222	16-5	
I'm so bad	
Я плоха
222	16-6	
더 자유롭게	
И буду свободна я
222	16-7	
I'm so bad	
Я плоха
223	0-1	I'm so bad	Так плоха
223	0-2	I'm so bad	Так плоха
223	1-1	늘 뻔한 다-다-답	Очевидный ответ
223	1-2	길게도 blah blah blah	Так долго "бла-бла-бла"
223	1-3	더 늘어지기 전에 보란 듯이	Прежде чем он затянется, я гордо пропущу его
223	1-4	걸러, 겁내지 마	Не смей бояться
223	2-1	골라 봐 자 tic tac toe	Выбери одно из крестиков-ноликов
223	2-2	O 아님 X 잖니 (ha!)	О или Х(ха!)
223	2-3	더 크게 sho-shout!	Громче мой крик!
223	2-4	너답게 ho-hot!	Будь собой, зажигай
223	3-1	Eh eh eh	Эх, эх, эх
223	3-2	감출 수도 없게 burn	Тебе не скрыться от огня
223	3-3	Oh oh oh	Оу, оу, оу
223	3-4	달라지는 네 눈빛 (hey!)	Твой взгляд изменился(хей!)
223	3-5	까마득히 높던 벽	Далекая высокая стена
223	3-6	넘어 보일게	Не преграда для меня
223	3-7	아찔한 눈앞 저 멀리	Далеко от моих глаз
223	3-8	Follow me	Следуй за мной
223	4-1	가시 돋친 게, so what?!	Да, я с характером, и что?
223	4-2	얼음 같은 게, so what?!	Холодна, как лед, и что?
223	4-3	겁이 없는 게 (bad)	Бесстрашна я(плохая)
223	4-4	어때서?! So what?!	Ну и что? И что?
223	4-5	(Ba-ba-ba-bad)	(Пло-пло-пло-хая)
223	4-6	Take that, so what?!	Смирись, и что?
223	5-1	I'm so bad	Я плоха
223	5-2	그게 어때?	Ну и что?
223	5-3	I'm so bad	Я плоха
223	5-4	뭐 어때?	Ну и что?
223	5-5	I'm so bad	Я плоха
223	5-6	더 자유롭게	И буду свободна я
223	5-7	I'm so bad	Я плоха
223	6-1	박차고 일어나 달리는 법	Тебе интересно, как убежать
223	6-2	떠오르게 해 줄게	Я напомню тебе
223	6-3	뜨겁게 널 (woo woo woo woo!)	Все здесь зажги (воу воу воу воу!)
223	6-4	끌어내 더 (woo woo woo woo!)	Я вытащу тебя(воу воу воу воу!)
223	6-5	널 위한 세상의 중심은 너	Ты - центр собственного мира,
223	6-6	비좁은 새장은 no	Тесная клетка? Нет
223	6-7	좀 더 높이 (woo woo woo woo!)	Немножко выше(woo woo woo woo!)
223	6-8	가볍게 skip (on my own feet)	Пропустим все это(собственным ритмом)
223	7-1	So what?!	И что?
223	8-1	어서 따라와 봐봐	Ты привела меня сюда
223	8-2	이끌린 대로 don't worry (hey!)	Не переживай(хей!)
223	8-3	강렬한 shock shock!	Сильный шок-шок!
223	8-4	벌써 넌 can’t stop	Ты не остановишься
223	9-1	Eh eh eh	Эх, эх, эх
223	9-2	불꽃으로 날려 burn	Сожги здесь все без пощады
223	9-3	Oh oh oh	Оу, оу, оу
223	9-4	뜨거워진 네 눈빛 (hey!)	Твои глаза пылают без страха
223	9-5	가장 높이 빛난 별	Звезда, сияющая выше всех
223	9-6	잡아 보일게	Я схвачу ее
223	9-7	기다렸다면 끝없이	Если ты будешь ждать
223	9-8	Follow me	Следуй за мной
223	10-1	가시 돋친 게, so what?!	Да, я с характером, и что?
223	10-2	얼음 같은 게, so what?!	Холодна, как лед, и что?
223	10-3	겁이 없는 게 (bad)	Бесстрашна я(плохая)
223	10-4	어때서?! So what?!	Ну и что? И что?
223	10-5	(Ba-ba-ba-bad)	(Пло-пло-пло-хая)
223	10-6	Take that, so what?!	Смирись, и что?
223	11-1	I'm so bad	Я плоха
223	11-2	그게 어때?	Ну и что?
223	11-3	I'm so bad	Я плоха
223	11-4	뭐 어때?	Ну и что?
223	11-5	I'm so bad	Я плоха
223	11-6	더 자유롭게	И буду свободна я
223	11-7	I'm so bad	Я плоха
223	12-1	느낌이 와	Я чувствую
223	12-2	터질 듯한	Доверяй пылающему сердцу
223	12-3	심장을 믿고 넌 멈추지 마 (멈추지 마)	И не оставливайся(не смей)
223	12-4	Don’t wanna wait no more	Не хочу больше ждать
223	12-5	온 세상을 누비고 (no oh)	Покоряй весь мир (no oh)
223	12-6	유난히 더 눈부실 tonight	Ты будешь ночью ярко сиять
223	13-1	더 붉게 타올라	Поднимай свой факел
223	13-2	원한다면 가져 다	Забирай, что хочешь
223	13-3	거침없이 빛나니까	Ты сияешь, не смей со мной спорить
223	13-4	Bad, bad, so what? (I'm so bad)	Плоха, да, плоха, и что?(Я так плоха)
223	13-5	좀 더 벅차올라	Меня переполняют эмоции
223	13-6	가능성을 열어 놔 (yeah-eah-eah)	Открыта для возможностей(yeah-eah-eah)
223	13-7	절대 널 막을 수 없게 (I'm so bad)	Не остановлю тебя(Так плоха)
223	13-8	So	И...
223	14-1	Eh eh eh	Эх эх эх
223	14-2	강렬한 네 맘을 burn (강렬한 네 맘을)	Пылают твои чувства(и твое сердце)
223	14-3	Oh oh oh	Оу, оу, оу
223	14-4	달아오른 이 느낌 (hey!)	Стеклянная стена(хэй!)
223	14-5	맘을 가둔 유리 벽	Закрывавшая чувства
223	14-6	넘어 보일게	Я преодолею ее
223	14-7	눈부신 세상 더 멀리	Далеко в бесконечном мире
223	14-8	Follow me	Следуй за мной
223	15-1	가시 돋친 게, so what?!	Да, я с характером, и что?
223	15-2	얼음 같은 게, so what?!	Холодна, как лед, и что?
223	15-3	겁이 없는 게 (bad)	Бесстрашна я(плохая)
223	15-4	어때서?! So what?!	Ну и что? И что?
223	15-5	(Ba-ba-ba-bad)	(Пло-пло-пло-хая)
223	15-6	Take that, so what?!	Смирись, и что?
223	16-1	I'm so bad	Я плоха
223	16-2	그게 어때?	Ну и что?
223	16-3	I'm so bad	Я плоха
223	16-4	뭐 어때?	Ну и что?
223	16-5	I'm so bad	Я плоха
223	16-6	더 자유롭게	И буду свободна я
223	16-7	I'm so bad	Я плоха
224	3-3	그만할래 믿기 싫어	Прекрати, я не хочу верить в это
224	3-4	Sorry Sorry Sorry	Извини, извини, извини
224	3-5	너의 결론이 뭐야 얼어 죽을 네 사랑	Что за концовка такая?
224	3-6	답도 없는 사랑 이젠 Bye Bye Bye	Заморозить меня до смерти своей любовью?
224	4-1	Stop the Stop the love	Останови, останови любовь
224	4-2	Stop the Stop the	Прекрати, хватит
224	4-3	Stop the Stop the love	Останови, останови любовь
224	4-4	Stop the Stop the	Прекрати, хватит
224	5-1	뜸해진 연락에	Не будь незнакомцем
224	5-2	짧아진 문자가	Посылающим короткие сообщения
224	5-3	솔직한 너의 마음	Твоё честное сердце
224	6-1	같은 변명 지긋지긋 Lie Lie	Я устала от одних и тех же оправданий, ложь и вранье
224	6-2	거지 같은 마음 어떡할까	Что я должна сделать со своим глупым сердцем?
224	6-3	말해줄까 솔직하게 Bye Bye	Скажи мне честно, прощай, прощай
224	6-4	사과는 넣어둬 먼저 갈게	Прибереги извинения для себя
224	7-1	웃기지 마 뻔하게 또	Не смеши меня
224	7-2	Sorry Sorry Sorry	Это снова так очевидно
224	7-3	그만할래 믿기 싫어	Прости, прости, прости
224	7-4	Sorry Sorry Sorry	Прекрати, я не хочу верить в это
224	7-5	너의 결론이 뭐야 얼어 죽을 네 사랑	Извини, извини, извини
224	7-6	답도 없는 사랑 이젠 Bye Bye Bye	Что за концовка такая, заморозить меня до смерти своей любовью?
224	8-1	Stop the Stop the love	Останови, останови любовь
224	8-2	Stop the Stop the	Прекрати, хватит
224	8-3	Stop the Stop the love	Останови, останови любовь
224	8-4	Stop the Stop the	Прекрати, хватит
224	9-1	딱히 말할 것도 없어	Больше нечего сказать об этом, это между нами
224	9-2	우리 사이 It’s over	И это закончено
224	9-3	내가 없는 넌 평범한 세잎클로버	Без меня, ты похож на обыкновенный трехлистный клевер
224	9-4	꺼져도 돼 너와 나의 작은 불씨	Ты можешь убираться вместе с тем, небольшим пламенем между нами
224	9-5	한 가지 장담할게 난 너 없이 단단해	Я уверяю тебя
224	10-1	변해버린 사랑 Movie Close Close	Любовь, которая изменилась, конец фильма всё близок
224	10-2	집어치워 좀 난 그만할래	Достаточно, я хочу остановить это
224	11-1	웃기지 마 뻔하게 또	Не смеши меня
224	11-2	Sorry Sorry Sorry	Это снова так очевидно
224	11-3	그만할래 믿기 싫어	Прости, прости, прости
224	11-4	Sorry Sorry Sorry	Прекрати, я не хочу верить в это
224	11-5	내가 만만한 거니 네가 한심한 거니	Извини, извини, извини
224	11-6	그만할래 이쯤에서 Bye Bye Bye	Я для тебя слишком проста или это ты так жалок?
224	12-1	Stop the Stop the love	Останови, прекрати любовь
224	12-2	Stop the Stop the	Хватит, остановись
224	12-3	Stop the Stop the love	Прекрати, довольно любви
224	12-4	Stop the Stop the	Остановись, прекрати
224	13-1	Stop the Stop the love	Прекрати, останови любовь
224	13-2	Stop the Stop the	Остановись, прекрати
224	13-3	Stop the Stop the love	Хватит, прекрати любить
224	13-4	Stop the Stop the	Остановись, хватит
225	0-1	(She gave me sweet kiss)	(Она дарила мне сладкие поцелуи)
225	0-2	이 감정은 뭘까 또	Что за странное чувство?
225	0-3	무슨 말을 할까 어	Что же я должен сказать?
225	1-1	(gave me sweet kiss)	(Дарила сладкие поцелуи)
225	1-2	왜 눈을 감아 넌	Почему ты закрываешь глаза?
225	1-3	You got me like hoo hoo	Ты заставляешь меня хуу-хуу
225	2-1	(gave me sweet kiss)	(Дарила сладкие поцелуи)
225	2-2	떨리는 맘 잡어	Готовься трепетать сердцем
225	2-3	우리 너무 가까워	Мы слишком близко
225	3-1	(gave me sweet kiss)	(Дарила сладкие поцелуи)
225	3-2	Oh my gosh	О мой бог,
225	3-3	My my my gosh	Мой, мой, мой бог
225	4-1	Oh baby 네가 날 보면 떨려와	Oh, милая, когда ты видишь меня, ты трепещешь,
225	4-2	Oh 네가 미소 지으면 (I can't breathe)	Oh, когда ты улыбаешься (я не могу дышать)
225	4-3	날 보며 다가와 볼에 입 맞추면	Когда ты посмотришь на меня, подойдешь и поцелуешь,
225	4-4	난 또 uh	Я снова uh
225	5-1	Dive in to sour candy pool	Ныряй в бассейн кислых конфет
225	5-2	(You got me like got me like got me like)	(Ты заставляешь меня, заставляешь меня, заставляешь меня)
225	5-3	(ooh oh ooh oh ohh)	(ooh oh ooh oh ohh)
225	5-4	더 깊이 잠수	Ныряй еще глубже
225	5-5	달콤하게 다가와 줘	И сладко возвращайся
225	5-6	(Pit a pat Pit a pat Pit a pat Pit a pat)	(Трепещу, трепещу, трепещу, трепещу)
225	5-7	(Ooh oh ooh oh ohh)	(Ooh oh ooh oh ohh)
225	5-8	You gave me sour candy chu	Ты даришь мне кислые конфеты, ты
225	5-9	I'm in love with you	Я влюблен в тебя
225	6-1	1,2,3 and close my eyes	1, 2, 3, закрой глаза
225	6-2	Breathe in breathe out	Вдох-выдох
225	6-3	어떡해 나 완전 be addicted to your love	Что мне делать? Я полностью зависим от твоей любви
225	7-1	Oh baby 네가 날 보면 떨려와	Oh, милая, когда ты видишь меня, ты трепещешь,
225	7-2	Oh 네가 미소 지으면 (I can't breathe)	Oh, когда ты улыбаешься (я не могу дышать)
225	7-3	날 보며 다가와 볼에 입 맞추면	Когда ты посмотришь на меня, подойдешь и поцелуешь,
225	7-4	난 또 uh	Я снова uh
225	8-1	Dive in to sour candy pool	Ныряй в бассейн кислых конфет
225	8-2	(You got me like got me like got me like)	(Ты заставляешь меня, заставляешь меня, заставляешь меня)
225	8-3	(ooh oh ooh oh ohh)	(ooh oh ooh oh ohh)
225	8-4	더 깊이 잠수	Ныряй еще глубже
225	8-5	달콤하게 다가와 줘	И сладко возвращайся
225	8-6	(Pit a pat Pit a pat Pit a pat Pit a pat)	(Трепещу, трепещу, трепещу, трепещу)
225	8-7	(Ooh oh ooh oh ohh)	(Ooh oh ooh oh ohh)
225	8-8	You gave me sour candy chu	Ты даришь мне кислые конфеты, ты
225	8-9	I'm in love with you	Я влюблен в тебя
225	9-1	1,2,3 and close my eyes	1, 2, 3, закрой глаза
225	9-2	Breathe in breathe out	Вдох-выдох
225	9-3	어떡해 나 완전 be addicted to your love	Что мне делать? Я полностью зависим от твоей любви
225	10-1	1,2,3 and close my eyes	1, 2, 3, закрой глаза
225	10-2	Breathe in breathe out	Вдох-выдох
225	10-3	어떡해 나 완전 be addicted to your love	Что мне делать? Я полностью зависим от твоей любви
225	11-1	네가 쿵 하면 나는 짝	Когда ты делаешь "Кхунг", я в ответ делаю "Ччжак"*
225	11-2	우린 박수 누가 봐도 부러워할 타입	Мы тот типаж, которому все завидуют
225	11-3	Don't tell 'em	Не рассказывай им,
225	11-4	Don't tell 'em	Не рассказывай им,
225	11-5	Don't tell 'em	Не рассказывай им
225	11-6	우리끼리만 알고 있는 sign	О знаке, который знаем лишь мы
225	12-1	내게 Wink 하면 나도 wink	Если ты мне подмигнешь, я подмигну в ответ
225	12-2	주고받아 띱	Даем и получаем
225	12-3	다른 곳 휙 하고 보면 휙	Если вдруг ты посмотришь в другую сторону,
225	12-4	나도 보네 휙	Я тоже стану смотреть туда
225	13-1	우린 너무 달아 sweet 너무 달아 sweet	Мы слишком сладкие, сладкие, слишком сладкие, сладкие
225	13-2	아무도 우릴 못 찾게	Никто не сможет нас найти,
225	13-3	다시 풍덩해 huh	Мы снова ныряем, huh
225	14-1	Dive in to sour candy pool	Ныряй в бассейн кислых конфет
225	14-2	(You got me like got me like got me like)	(Ты заставляешь меня, заставляешь меня, заставляешь меня)
225	14-3	(ooh oh ooh oh ohh)	(ooh oh ooh oh ohh)
225	14-4	더 깊이 잠수	Ныряй еще глубже
225	14-5	달콤하게 다가와 줘	И сладко возвращайся
225	14-6	(Pit a pat Pit a pat Pit a pat Pit a pat)	(Трепещу, трепещу, трепещу, трепещу)
225	14-7	(Ooh oh ooh oh ohh)	(Ooh oh ooh oh ohh)
225	14-8	You gave me sour candy chu	Ты даришь мне кислые конфеты, ты
225	14-9	I'm in love with you	Я влюблен в тебя
226	0-1	모두 날 보면	Когда они видят меня, они идут за мной
226	0-2	아이뻐라 아이아이 아이뻐라 아이뻐라 아이뻐라	Ай, какая красивая, Ай, какая красивая, Ай, такая красивая, Ай, такая красивая
226	0-3	모두 날 보면	Когда они видят меня, они идут за мной
226	0-4	아이뻐라 아이아이 아이뻐라	Ах, такая красивая, Ах, такая красивая
226	0-5	내 내 내가 날 봐도	Даже когда я вижу себя, я нравлюсь себе
226	0-6	아이뻐라 아이아이 아이뻐라 아이뻐라 아이뻐라	Ай, какая красивая, Ай, какая красивая, Ай, такая красивая, Ай, такая красивая
226	0-7	모두 날 보면	Когда они видят меня, они идут за мной
226	0-8	아이뻐라 아이아이 아이뻐라	Ах, такая красивая, Ах, такая красивая
226	0-9	내 내 내가 날 봐도	Даже когда я вижу себя, я нравлюсь себя
226	0-10	내가 내가 봐도 잘난 유전자	Да я знаю, что у меня отличные гены
226	0-11	that’s right got my space jams on super fly	Вот так, на мне мои "Space Jams"
226	0-12	모두 물어봐 도대체 엄마	Меня все спрашивают
226	0-13	누구냐 누구냐 누구냐 누구냐고	Кто твоя мама? Кто-кто?
226	0-14	They hashtag Jessi sexy	Они выводят хэштег Джесси сексуальная
226	0-15	제비들만 태우고 달리는 Taxi	В этом такси ездят только Богини
226	0-16	이미 승자가 정해진 competition	Победитель уже назван в этом конкурсе
226	0-17	이젠 남자들도 쫄지 Ronda Rousey	Даже мужчины боятся, Ронду Раузи
226	1-1	WHO THAT WHO THAT They call me 쎈언니	Кто это? Кто это? Они называют меня дерзкой онни
226	1-2	TRUE THAT TRUE THAT 진짜 쎈언니	Это правда. Настоящая дерзкая онни
226	1-3	죽네 죽네 다들 기 죽어	Сразим их наповал.
226	1-4	SEE THAT SEE THAT	Они все потеряли уверенность в себе.
226	2-1	내가 뭘 입어도 뭘 입어도	Не важно во, что я одета
226	2-2	내가 혹시 욕을 해도 욕을 해도	Даже если я матерюсь
226	2-3	사람들이 내게 뭐라 해도 뭐라 해도	Неважно, что люди говорят обо мне
226	2-4	Then still look at me like	Они всё равно смотрят на меня
226	2-5	아이뻐라 아이아이 아이뻐라 아이뻐라 아이뻐라	Ай, какая красивая, Ай, какая красивая, Ай, какая красивая, Ай, какая красива
226	2-6	모두 날 보면	Когда они видят меня, они идут за мной
226	2-7	아이뻐라 아이아이 아이뻐라	Ах, такая красивая, Ах, такая красивая
226	2-8	내 내 내가 날 봐도	Даже когда я вижу себя, я тоже себе нравлюсь
226	3-1	내 친구들이 날 불러 시카	Мои друзья зовут меня Sica
226	3-2	You think you Flowsik but my flow more sicker	Ты думаешь, что ты Flowsik, но моя читка ещё круче
226	3-3	내 성격은 피사의 사탑 살짝 삐딱	Моя личность, как Пизанская башня,немного искривленная
226	3-4	Tell me who the baddest senorita	Скажите, кто самая плохая сеньорита
226	3-5	보나마나 뻔하잖아 해보나마나	Это очевидно, не так ли?
226	3-6	어차피 나만 이빨 아프잖아	Это просто слишком больно, чтобы сказать
226	3-7	내게 뭐라 하지 말고 니 할 일이나 해	Не критикуй меня, не лезь не в свое дело.
226	3-8	Cause either way	Ведь в любом случае
226	3-9	I get it popping and I’m living okay	Я получу его аплодисменты и буду жить хорошо
226	4-1	WHO THAT WHO THAT They call me 쎈언니	Кто это? Кто это? Они называют меня дерзкой онни
226	4-2	TRUE THAT TRUE THAT 진짜 쎈언니	Это правда. Настоящая дерзкая онни
226	4-3	죽네 죽네 다들 기 죽어	Сразим их наповал.
226	4-4	SEE THAT SEE THAT	Они все потеряли уверенность в себе.
226	5-1	내가 뭘 입어도 뭘 입어도	Не важно во, что я одета
226	5-2	내가 혹시 욕을 해도 욕을 해도	Даже если я матерюсь
226	5-3	사람들이 내게 뭐라 해도 뭐라 해도	Неважно, что люди говорят обо мне
226	5-4	Then still look at me like	Они всё равно смотрят на меня
226	5-5	아이뻐라 아이아이 아이뻐라 아이뻐라 아이뻐라	Ай, какая красивая, Ай, какая красивая, Ай, какая красивая, Ай, какая красива
226	5-6	모두 날 보면	Когда они видят меня, они идут за мной
226	5-7	아이뻐라 아이아이 아이뻐라	Ах, такая красивая, Ах, такая красивая
226	5-8	내 내 내가 날 봐도	Даже когда я вижу себя, я тоже себе нравлюсь
226	6-1	니들이 뭔데 감히 날 판단해	Кто ты такой, чтобы судить меня?
226	6-2	this is my moment 뭘 해도 잘나가네	Это мой момент, что бы я ни сделала, я все равно добьюсь успеха
226	6-3	니들이 뭔데 감히 날 판단해	Кто ты такой, чтобы судить меня?
